model,year,price,mileage,tax,mpg,engineSize,manual,automatic,fuelType,petrol,diesel,hybrid
C Class,2018,27980,2075,145,44.1,1.5,0,1,4,1,0,0
TT,2015,17544,44935,160,44.1,2,0,1,4,1,0,0
Corolla,2019,23060,15631,135,72.4,2,0,1,2,0,0,1
Superb,2019,28295,500,145,38.2,2,0,1,4,1,0,0
Adam,2017,8399,14299,150,55.4,1,1,0,4,1,0,0
Karoq,2018,23150,15432,145,50.4,1.5,0,1,4,1,0,0
Mokka,2014,8224,35982,160,44.1,1.4,1,0,4,1,0,0
4 Series,2019,23490,6567,145,48.7,2,0,1,4,1,0,0
Aygo,2018,10500,7094,145,56.5,1,1,0,4,1,0,0
A3,2016,17400,22740,30,57.6,1.4,1,0,4,1,0,0
GLA Class,2017,16498,35421,150,67.3,2.1,1,0,1,0,1,0
I10,2018,7995,7356,145,60.1,1,1,0,4,1,0,0
GLC Class,2016,22041,66559,125,56.5,2.1,0,1,1,0,1,0
I20,2018,8970,10248,145,58.9,1.2,1,0,4,1,0,0
Octavia,2019,13295,10588,150,61.4,1,0,1,4,1,0,0
Scirocco,2014,10499,49943,20,55.4,2,1,0,1,0,1,0
Focus,2017,17387,22342,145,41.5,2,1,0,4,1,0,0
Golf,2016,13199,16922,30,53.3,1.4,0,1,4,1,0,0
A3,2018,26891,27342,150,43.5,2,0,1,4,1,0,0
Q2,2019,21944,3588,145,47.9,1.6,0,1,1,0,1,0
A5,2018,23000,7800,145,68.9,2,1,0,1,0,1,0
Passat,2015,8492,113000,20,68.9,2,1,0,1,0,1,0
Aygo,2018,8750,9451,150,56.5,1,1,0,4,1,0,0
Q2,2017,21652,9866,125,52.3,1.4,0,1,4,1,0,0
Polo,2016,10250,26667,20,60.1,1.2,1,0,4,1,0,0
V Class,2019,20750,18625,145,48.7,2.1,0,1,1,0,1,0
Superb,2020,29995,2500,145,48.7,2,0,1,1,0,1,0
EcoSport,2018,13000,11133,145,68.9,1.5,1,0,1,0,1,0
X1,2018,19300,15209,145,52.3,2,1,0,1,0,1,0
Aygo,2019,9550,100,145,56.5,1,1,0,4,1,0,0
Astra,2017,9999,47000,145,51.4,1.4,1,0,4,1,0,0
Auris,2013,13995,12208,0,70.6,1.8,0,1,2,0,0,1
A5,2017,23421,25207,145,70.6,2,0,1,1,0,1,0
Yaris,2018,10500,16800,145,47.1,1.5,1,0,4,1,0,0
A Class,2016,12790,54803,20,74.3,1.5,0,1,1,0,1,0
Fabia,2015,9400,38928,20,58.9,1.2,0,1,4,1,0,0
Golf SV,2019,17490,6527,145,43.5,1.5,1,0,4,1,0,0
X1,2019,24550,4957,145,51.4,1.5,1,0,4,1,0,0
Karoq,2018,20125,18400,145,52.3,1.5,1,0,4,1,0,0
Tucson,2019,18695,7596,150,36.2,1.6,0,1,4,1,0,0
A6,2016,16600,32808,30,61.4,2,1,0,1,0,1,0
Octavia,2015,8990,43480,0,74.3,1.6,1,0,1,0,1,0
RAV4,2016,15200,27232,125,60.1,2,1,0,1,0,1,0
Edge,2017,19995,23620,160,48.7,2,0,1,1,0,1,0
Astra,2017,9150,29709,145,78.5,1.6,1,0,1,0,1,0
Fabia,2016,5999,36273,20,60.1,1,1,0,4,1,0,0
Octavia,2017,12495,32798,145,54.3,1.4,1,0,4,1,0,0
Aygo,2019,9995,6414,145,56.5,1,1,0,4,1,0,0
Q3,2017,16990,21984,145,51.4,1.4,1,0,4,1,0,0
Karoq,2018,17490,7074,145,40.4,1,1,0,4,1,0,0
5 Series,2016,16000,30070,30,62.8,2,0,1,1,0,1,0
Kona,2018,13500,10647,145,44.1,1,1,0,4,1,0,0
A Class,2019,20990,15762,145,67.3,1.5,0,1,1,0,1,0
Aygo,2015,6995,12098,0,69,1,1,0,4,1,0,0
Aygo,2016,6998,31501,0,69,1,1,0,4,1,0,0
2 Series,2016,15498,14313,125,51.4,1.5,0,1,4,1,0,0
Corsa,2010,4990,58158,235,38.7,1.6,1,0,4,1,0,0
IX35,2013,8199,26454,145,48.7,1.7,1,0,1,0,1,0
Q7,2019,46990,3264,145,33.6,3,0,1,1,0,1,0
Mokka X,2016,14495,8600,160,43.5,1.4,0,1,4,1,0,0
GLB Class,2020,35400,2000,145,46.3,2,0,1,1,0,1,0
2 Series,2019,22646,123,145,52.3,1.5,1,0,4,1,0,0
Fiesta,2018,12495,16504,145,62.8,1,1,0,4,1,0,0
I20,2018,10495,5657,145,46.3,1.2,1,0,4,1,0,0
Zafira,2009,6495,75914,555,29.4,2,1,0,4,1,0,0
Golf,2019,15995,15348,150,49.6,1,1,0,4,1,0,0
A5,2017,19973,27678,145,49.6,2,1,0,4,1,0,0
Zafira Tourer,2017,9950,28000,200,42.2,1.4,1,0,4,1,0,0
A Class,2017,15943,19130,145,70.6,2.1,0,1,1,0,1,0
C Class,2017,45480,11018,145,32.8,4,0,1,4,1,0,0
Focus,2016,9640,24920,0,74.3,1.5,1,0,1,0,1,0
1 Series,2016,13260,20702,30,65.7,2,1,0,1,0,1,0
I30,2014,5631,72986,0,76.3,1.6,1,0,1,0,1,0
A3,2016,10600,37840,20,70.6,1.6,1,0,1,0,1,0
Citigo,2017,6495,15894,20,64.2,1,1,0,4,1,0,0
Polo,2019,12999,9570,145,48.7,1,1,0,4,1,0,0
Tucson,2019,21490,101,145,34.9,1.6,1,0,4,1,0,0
CL Class,2013,11460,64000,125,50.4,1.6,1,0,4,1,0,0
Fabia,2020,13795,1000,150,51.4,1,1,0,4,1,0,0
Tiguan,2017,19495,36118,145,58.9,2,1,0,1,0,1,0
Aygo,2018,8495,7479,145,56.5,1,1,0,4,1,0,0
Polo,2013,6000,52397,125,51.4,1.2,1,0,4,1,0,0
Tiguan,2019,23950,2000,145,38.2,1.5,1,0,4,1,0,0
Santa Fe,2017,18000,28507,150,47.1,2.2,1,0,1,0,1,0
A Class,2019,23350,9762,145,67.3,1.5,0,1,1,0,1,0
4 Series,2019,24780,6251,145,48.7,2,0,1,4,1,0,0
Focus,2015,9798,18733,0,74.3,1.5,1,0,1,0,1,0
A4,2017,16998,4734,145,52.3,1.4,1,0,4,1,0,0
Prius,2017,17498,21824,0,94.1,1.8,0,1,2,0,0,1
Octavia,2018,13750,15064,145,56.5,1.5,1,0,4,1,0,0
E Class,2019,34799,5000,145,45.6,2,0,1,1,0,1,0
Aygo,2017,6295,40037,150,69,1,1,0,4,1,0,0
Aygo,2018,8295,23072,145,56.5,1,1,0,4,1,0,0
E Class,2020,36990,1499,145,70.6,2,0,1,1,0,1,0
Q5,2019,34998,35,145,32.1,2,0,1,4,1,0,0
Astra,2015,7180,33275,160,47.1,1.4,1,0,4,1,0,0
Mokka X,2017,10998,20325,145,47.1,1.4,1,0,4,1,0,0
Q2,2019,26508,15,145,40.9,1.5,1,0,4,1,0,0
Corsa,2015,4500,49825,30,55.4,1,1,0,4,1,0,0
Q3,2018,21500,20000,150,49.6,1.4,1,0,4,1,0,0
4 Series,2019,32990,2403,145,60.1,2,0,1,1,0,1,0
1 Series,2019,16480,1501,145,68.9,2,1,0,1,0,1,0
Yaris,2016,7995,17279,30,58,1.3,1,0,4,1,0,0
C Class,2018,25298,8702,145,47.1,2,0,1,4,1,0,0
Aygo,2019,9295,5000,145,57.7,1,1,0,4,1,0,0
Fabia,2019,9900,10178,145,57.7,1,1,0,4,1,0,0
Corolla,2019,21494,7792,135,78.5,1.8,0,1,2,0,0,1
X2,2019,25526,5161,145,61.4,2,0,1,1,0,1,0
X3,2019,37900,7776,150,48.7,3,0,1,1,0,1,0
Up,2017,7980,21900,150,64.2,1,1,0,4,1,0,0
Corsa,2018,9888,5189,150,39.8,1.4,0,1,4,1,0,0
C-MAX,2017,11998,11657,145,68.9,1.5,1,0,1,0,1,0
IX35,2013,5998,78189,145,48.7,1.7,1,0,1,0,1,0
E Class,2018,21386,22264,145,65.7,2,0,1,1,0,1,0
Grand C-MAX,2017,12000,28346,145,64.2,1.5,1,0,1,0,1,0
Sharan,2018,19850,19966,145,54.3,2,0,1,1,0,1,0
Yaris,2018,9295,28445,145,65.7,1,1,0,4,1,0,0
A Class,2019,18118,15561,145,68.9,1.5,0,1,1,0,1,0
Tucson,2019,20990,100,145,35.3,1.6,1,0,4,1,0,0
Mondeo,2018,13491,22976,145,68.9,2,1,0,1,0,1,0
Kuga,2014,7699,87489,150,53.3,2,1,0,1,0,1,0
1 Series,2017,15298,23205,30,65.7,2,1,0,1,0,1,0
Fabia,2019,12495,10235,145,60.1,1,0,1,4,1,0,0
5 Series,2016,13600,65612,30,62.8,2,0,1,1,0,1,0
A5,2016,17597,43707,160,50.4,2,0,1,1,0,1,0
Golf,2017,12500,8529,145,61.4,1.6,1,0,1,0,1,0
SL CLASS,2017,21609,2780,30,70.6,2.1,0,1,1,0,1,0
Yeti Outdoor,2017,13795,21806,150,51.4,1.2,0,1,4,1,0,0
Aygo,2016,7298,15950,0,69,1,1,0,4,1,0,0
Tucson,2017,15730,9191,125,57.6,1.7,0,1,1,0,1,0
X3,2017,20950,30148,150,54.3,2,0,1,1,0,1,0
X3,2019,53898,6520,145,24.8,3,0,1,4,1,0,0
A5,2017,21991,15751,145,65.7,2,0,1,1,0,1,0
Auris,2016,8995,47000,0,83.1,1.4,1,0,1,0,1,0
Golf,2019,20995,9767,145,43.5,1.5,0,1,4,1,0,0
Adam,2015,6700,32068,125,53.3,1.2,1,0,4,1,0,0
Tucson,2019,17697,5,145,34.9,1.6,1,0,4,1,0,0
Fiesta,2017,10600,22676,0,65.7,1,1,0,4,1,0,0
Corsa,2015,4799,64482,0,74.3,1.2,1,0,1,0,1,0
Meriva,2017,7789,31475,145,47.9,1.4,1,0,4,1,0,0
X3,2016,15500,77823,125,54.3,2,0,1,1,0,1,0
Fiesta,2017,11795,14713,20,62.8,1,1,0,4,1,0,0
Aygo,2019,10250,27,145,57.7,1,1,0,4,1,0,0
A5,2019,34000,10000,145,50.4,2,0,1,1,0,1,0
I20,2013,5495,30252,30,57.6,1.2,1,0,4,1,0,0
Tucson,2017,14498,18386,30,61.7,1.7,1,0,1,0,1,0
Q5,2019,37995,2712,145,38.2,2,0,1,1,0,1,0
Aygo,2014,6300,22014,0,69,1,1,0,4,1,0,0
A6,2016,19495,25718,125,58.9,2,1,0,1,0,1,0
I10,2016,9350,2900,135,47.9,1.2,0,1,4,1,0,0
Fabia,2017,8650,20378,145,64.2,1,1,0,4,1,0,0
X5,2019,51990,7300,150,33.6,3,0,1,1,0,1,0
Passat,2017,23792,28068,135,166,1.4,0,1,2,0,0,1
I10,2016,8000,21473,150,47.9,1.2,0,1,4,1,0,0
4 Series,2016,22495,13295,260,37.2,3,0,1,4,1,0,0
IX20,2015,6890,29731,125,50.4,1.4,1,0,4,1,0,0
Q5,2019,29975,6000,145,39.2,2,0,1,1,0,1,0
E Class,2017,18990,43500,145,61.4,2,0,1,1,0,1,0
Octavia,2018,12498,17235,150,68.9,1.6,1,0,1,0,1,0
Santa Fe,2019,34998,4956,145,39.2,2.2,0,1,1,0,1,0
Tucson,2019,15498,15196,145,34.9,1.6,1,0,4,1,0,0
A3,2018,25489,18478,145,43.5,2,0,1,4,1,0,0
C-HR,2018,23990,5500,135,74.3,1.8,0,1,2,0,0,1
X1,2016,19500,13690,125,57.6,2,0,1,1,0,1,0
Polo,2018,12300,11471,145,64.2,1,1,0,4,1,0,0
I10,2018,7690,5703,145,60.1,1,1,0,4,1,0,0
A6,2019,30888,9350,145,47.9,2,0,1,1,0,1,0
Yaris,2017,9495,35101,30,55,1.3,1,0,4,1,0,0
Fabia,2015,6990,29426,20,60.1,1.2,1,0,4,1,0,0
GLC Class,2020,38980,3999,145,40.9,2,0,1,1,0,1,0
Grandland X,2019,20990,8500,145,43.5,1.2,0,1,4,1,0,0
Tiguan,2019,33943,3129,145,47.9,2,1,0,1,0,1,0
Fabia,2018,8498,27450,150,57.7,1,1,0,4,1,0,0
Fabia,2017,7890,42864,145,60.1,1.2,1,0,4,1,0,0
I30,2018,11298,11150,145,56.5,1,1,0,4,1,0,0
C Class,2016,13680,40880,20,70.6,1.6,1,0,1,0,1,0
Santa Fe,2016,18680,34812,235,42.2,2.2,0,1,1,0,1,0
Fiesta,2016,9995,5804,0,65.7,1,1,0,4,1,0,0
Auris,2017,15700,33388,0,78.5,1.8,0,1,2,0,0,1
Astra,2017,10530,21845,0,83.1,1.6,1,0,1,0,1,0
Yaris,2017,12699,19088,140,76.3,1.5,0,1,2,0,0,1
Adam,2017,7699,22641,125,53.3,1.2,1,0,4,1,0,0
Octavia,2018,12498,19501,145,68.9,1.6,1,0,1,0,1,0
Golf,2015,14600,33761,20,67.3,2,1,0,1,0,1,0
Mokka X,2019,12499,12258,145,39.2,1.4,1,0,4,1,0,0
Superb,2019,26500,3039,145,38.2,2,0,1,4,1,0,0
I30,2019,21800,13045,145,34,2,1,0,4,1,0,0
Aygo,2016,8000,6746,0,67,1,0,1,4,1,0,0
Aygo,2017,7295,41600,0,68.9,1,1,0,4,1,0,0
4 Series,2019,25450,1000,150,60.1,2,0,1,1,0,1,0
A4,2017,18998,32997,145,67.3,2,1,0,1,0,1,0
Yeti Outdoor,2017,11995,20684,125,51.4,1.2,1,0,4,1,0,0
Astra,2017,11495,8156,145,51.4,1.4,1,0,4,1,0,0
I30,2017,12350,16570,145,52.3,1.4,1,0,4,1,0,0
Santa Fe,2015,17290,37854,265,42.2,2.2,0,1,1,0,1,0
Zafira,2015,7450,56411,145,55.4,2,1,0,1,0,1,0
X4,2019,33998,9064,150,42.8,2,0,1,1,0,1,0
X1,2016,19498,21249,145,55.4,2,0,1,1,0,1,0
Ka+,2018,7900,29339,145,57.7,1.2,1,0,4,1,0,0
A1,2016,10800,18181,0,67.3,1,1,0,4,1,0,0
Focus,2019,16990,8668,150,60.1,1,1,0,4,1,0,0
Q5,2020,58990,2396,145,32.5,3,0,1,1,0,1,0
Fabia,2015,8495,22000,20,58.8,1.2,1,0,4,1,0,0
2 Series,2019,21480,3347,145,61.4,2,1,0,1,0,1,0
A Class,2019,21490,23000,145,67.3,1.5,0,1,1,0,1,0
I10,2016,7499,19000,20,60.1,1,1,0,4,1,0,0
Santa Fe,2020,43995,10,145,39.2,2.2,0,1,1,0,1,0
Tiguan,2016,16852,21155,125,58.9,2,1,0,1,0,1,0
Q3,2019,40995,9029,145,31.4,2,0,1,4,1,0,0
Fiesta,2016,8690,15990,0,65.7,1,1,0,4,1,0,0
Yaris,2017,9290,21506,30,58,1.3,1,0,4,1,0,0
Yeti Outdoor,2016,13495,38495,160,51.4,2,0,1,1,0,1,0
Auris,2013,8695,75000,0,72.4,1.8,0,1,2,0,0,1
Aygo,2017,5790,26333,0,69,1,1,0,4,1,0,0
Aygo,2015,4350,65143,0,69,1,1,0,4,1,0,0
A1,2017,12756,15020,0,67.3,1,1,0,4,1,0,0
Aygo,2018,7799,5574,145,56.5,1,1,0,4,1,0,0
Corsa,2018,8798,18674,145,55.4,1.4,1,0,4,1,0,0
Tiguan,2017,18500,29681,145,50.4,2,1,0,1,0,1,0
EcoSport,2019,16491,3982,150,51.4,1,1,0,4,1,0,0
A5,2015,21985,28011,260,34.9,3,0,1,4,1,0,0
C Class,2019,31650,7546,145,44.1,2,0,1,4,1,0,0
A6,2018,29200,21457,145,39.8,3,0,1,1,0,1,0
A1,2017,13390,5697,145,55.4,1.4,1,0,4,1,0,0
Focus,2018,14495,17030,145,57.7,1,1,0,4,1,0,0
Fiesta,2013,5699,52484,30,54.3,1.2,1,0,4,1,0,0
Q2,2019,29995,4227,145,39.8,1.5,0,1,4,1,0,0
4 Series,2020,36902,101,145,58.9,2,0,1,1,0,1,0
Zafira,2014,7500,43100,145,55.4,2,1,0,1,0,1,0
I20,2018,9299,17940,145,46.3,1.2,1,0,4,1,0,0
3 Series,2018,19940,20610,145,48.7,2,0,1,4,1,0,0
Astra,2017,8850,48000,0,83.1,1.6,1,0,1,0,1,0
3 Series,2018,24990,13271,150,53.3,3,0,1,1,0,1,0
B-MAX,2017,10000,29990,145,57.7,1,1,0,4,1,0,0
Yaris,2008,2495,120000,165,47.1,1.3,1,0,4,1,0,0
KA,2013,4495,32900,30,57.7,1.2,1,0,4,1,0,0
Yaris,2017,13698,12706,0,78,1.5,0,1,2,0,0,1
Aygo,2014,3998,45451,0,65.7,1,1,0,4,1,0,0
A3,2016,14491,37416,30,62.8,2,0,1,1,0,1,0
Verso,2017,12990,25050,200,42.8,1.8,0,1,4,1,0,0
Ioniq,2017,14795,31490,0,78.5,1.6,0,1,2,0,0,1
3 Series,2019,33950,5039,150,52.3,2,0,1,1,0,1,0
Focus,2015,9610,50332,125,51.4,1.5,1,0,4,1,0,0
Superb,2019,25490,11328,150,38.2,2,0,1,4,1,0,0
Golf,2017,23172,21074,145,39.2,2,0,1,4,1,0,0
Astra,2018,11495,24125,145,51.4,1.4,1,0,4,1,0,0
X1,2019,31200,2517,145,36.7,2,0,1,1,0,1,0
Fabia,2019,11750,8000,145,61.4,1,1,0,4,1,0,0
Yaris,2018,10395,11000,145,58.9,1.5,1,0,4,1,0,0
Yeti Outdoor,2017,14995,11653,125,51.4,1.2,0,1,4,1,0,0
A3,2015,12498,68137,30,65.7,2,1,0,1,0,1,0
2 Series,2016,10465,16228,20,68.9,2,1,0,1,0,1,0
4 Series,2019,29995,10,145,48.7,2,0,1,4,1,0,0
RAV4,2016,14650,22080,125,60.1,2,1,0,1,0,1,0
Insignia,2016,10699,16133,20,72.4,1.6,1,0,1,0,1,0
Kuga,2019,18890,740,145,54.3,1.5,1,0,1,0,1,0
Rapid,2015,6998,18926,30,64.2,1.6,1,0,1,0,1,0
Yaris,2016,8698,24709,30,58,1.3,1,0,4,1,0,0
Citigo,2016,6250,16093,20,62.8,1,1,0,4,1,0,0
Kuga,2018,15450,15574,145,64.2,1.5,1,0,1,0,1,0
I40,2015,10690,20660,30,65.7,1.7,1,0,1,0,1,0
Tucson,2018,17995,31548,150,39.8,1.6,0,1,4,1,0,0
Zafira,2014,4420,81010,235,39.2,1.8,1,0,4,1,0,0
Auris,2018,13998,35916,135,68.8,1.8,0,1,2,0,0,1
Q3,2019,28490,6573,145,47.1,2,0,1,1,0,1,0
Passat,2015,10700,36242,20,68.9,2,1,0,1,0,1,0
E Class,2019,25980,11116,145,72.4,2,0,1,1,0,1,0
I20,2017,8995,5937,145,62.8,1,1,0,4,1,0,0
C Class,2017,18998,20949,145,61.4,2.1,0,1,1,0,1,0
Tucson,2019,22750,5,145,34.9,1.6,1,0,4,1,0,0
Focus,2017,8690,70143,145,74.3,1.5,1,0,1,0,1,0
Yaris,2019,11500,10644,145,47.9,1.5,1,0,4,1,0,0
Corsa,2018,9750,3430,145,43.5,1.4,1,0,4,1,0,0
Aygo,2016,8495,14636,0,69,1,1,0,4,1,0,0
Passat,2018,19999,17677,150,49.6,2,0,1,1,0,1,0
3 Series,2017,15652,68299,150,62.8,2,0,1,1,0,1,0
Tucson,2020,23980,1764,145,50.4,1.6,0,1,2,0,0,1
I30,2016,8498,20251,125,50.4,1.4,1,0,4,1,0,0
Astra,2010,4990,124011,325,30.7,2,1,0,4,1,0,0
Kodiaq,2019,21798,14971,145,34,1.5,0,1,4,1,0,0
Octavia,2018,13498,17228,145,65.7,2,1,0,1,0,1,0
Corsa,2018,7991,8144,145,43.5,1.4,1,0,4,1,0,0
Q3,2018,25000,13746,145,48.7,1.4,0,1,4,1,0,0
Kuga,2018,16495,6988,145,58.9,1.5,0,1,1,0,1,0
i8,2017,48898,36127,0,134.5,1.5,0,1,2,0,0,1
Golf SV,2016,11698,12704,30,55.4,1.4,1,0,4,1,0,0
Golf,2020,31498,15,150,32.8,2,0,1,4,1,0,0
3 Series,2016,16295,16604,30,64.2,2,1,0,1,0,1,0
Citigo,2016,6650,24602,0,67.3,1,1,0,4,1,0,0
C Class,2019,29945,5877,145,44.1,2,0,1,4,1,0,0
Kodiaq,2018,23499,8090,145,49.6,2,0,1,1,0,1,0
3 Series,2015,16299,24331,200,41.5,2,1,0,4,1,0,0
Mokka,2016,8500,30300,20,68.9,1.6,1,0,1,0,1,0
Insignia,2013,6321,90532,200,48.7,2,0,1,1,0,1,0
Fabia,2017,7995,25426,20,60.1,1.2,1,0,4,1,0,0
V Class,2018,24998,23275,145,46.3,2.1,1,0,1,0,1,0
Yaris,2019,11250,9133,145,47.9,1.5,1,0,4,1,0,0
Fabia,2019,12995,7730,150,50.4,1,1,0,4,1,0,0
Touareg,2014,17290,53288,300,39.2,3,0,1,1,0,1,0
Golf,2019,18495,3652,145,45.6,1.5,1,0,4,1,0,0
I10,2019,8590,3103,150,60.1,1,1,0,4,1,0,0
Astra,2016,8345,53143,20,72.4,1.6,1,0,1,0,1,0
Golf,2019,29990,25,145,32.8,2,0,1,4,1,0,0
Fiesta,2016,8990,12600,145,47.9,1.6,0,1,4,1,0,0
Golf,2018,15999,9427,145,47.9,1.5,1,0,4,1,0,0
Crossland X,2019,13498,3569,145,47.1,1.2,1,0,4,1,0,0
Ka+,2018,7950,5023,145,57.7,1.2,1,0,4,1,0,0
Focus,2014,8110,18234,160,44.1,1.6,0,1,4,1,0,0
SLK,2008,5980,60000,280,34.4,1.8,0,1,4,1,0,0
Q5,2017,36990,20354,145,34,3,0,1,4,1,0,0
Fiesta,2019,12000,12201,150,56.5,1,1,0,4,1,0,0
Polo,2019,14290,4654,150,52.3,1,1,0,4,1,0,0
A6,2016,14700,72967,30,61.4,2,1,0,1,0,1,0
Fabia,2019,9999,11159,145,57.7,1,1,0,4,1,0,0
Arteon,2019,25000,80,145,40.4,1.5,0,1,4,1,0,0
A5,2016,17650,31292,145,53.3,2,1,0,1,0,1,0
Fiesta,2019,16500,4446,150,60.1,1,1,0,4,1,0,0
C-MAX,2014,6662,30918,30,61.4,1.6,1,0,1,0,1,0
Kodiaq,2019,25995,2651,145,52.3,2,1,0,1,0,1,0
A1,2017,14391,34700,150,58.9,1.4,0,1,4,1,0,0
A5,2019,31990,5000,145,51.4,2,0,1,1,0,1,0
Golf,2019,27489,10283,145,32.8,2,0,1,4,1,0,0
IX20,2017,10999,10843,150,43.5,1.6,0,1,4,1,0,0
Golf,2017,21990,19674,135,166.2,1.4,0,1,2,0,0,1
Aygo,2017,7195,13765,145,68.9,1,1,0,4,1,0,0
Kodiaq,2018,22499,15394,150,51.4,2,1,0,1,0,1,0
Kuga,2019,20500,9739,145,39.2,2,1,0,1,0,1,0
T-Cross,2019,23990,100,145,52.3,1.6,1,0,1,0,1,0
4 Series,2017,24000,20398,145,50.4,3,0,1,1,0,1,0
Mokka X,2019,14390,8307,145,39.2,1.4,1,0,4,1,0,0
Kona,2019,15498,5630,145,44.1,1,1,0,4,1,0,0
A3,2017,13390,26022,20,70.6,1.6,1,0,1,0,1,0
4 Series,2019,25440,101,145,65.7,2,0,1,1,0,1,0
C Class,2019,29480,34,145,47.1,1.5,0,1,4,1,0,0
Yeti Outdoor,2017,12499,6127,150,62.8,2,1,0,1,0,1,0
EcoSport,2017,9320,14821,30,64.2,1.5,1,0,1,0,1,0
Karoq,2018,18990,13037,145,51.4,1.5,1,0,4,1,0,0
Kodiaq,2020,32990,1007,145,39.2,2,0,1,1,0,1,0
A5,2019,25490,3145,145,39.8,2,0,1,4,1,0,0
Superb,2016,14990,64658,145,56.5,2,0,1,1,0,1,0
Yaris,2013,5999,41000,125,51.4,1.3,1,0,4,1,0,0
Zafira,2016,7698,44313,205,42.2,1.4,1,0,4,1,0,0
Yaris,2019,12995,3491,145,47.9,1.5,1,0,4,1,0,0
A5,2017,21481,11070,145,67.3,2,0,1,1,0,1,0
Fiesta,2016,10750,17023,20,62.8,1,1,0,4,1,0,0
Aygo,2020,10295,1310,150,57.7,1,1,0,4,1,0,0
C-MAX,2017,10498,18250,20,68.9,1.5,1,0,1,0,1,0
Mokka X,2018,11990,15981,145,50.4,1.6,1,0,1,0,1,0
Meriva,2017,8998,12726,235,39.8,1.4,0,1,4,1,0,0
5 Series,2019,32780,3774,145,65.7,2,0,1,1,0,1,0
A5,2019,26295,6500,145,40.4,2,0,1,4,1,0,0
RAV4,2016,20960,20626,20,57.6,2.5,0,1,2,0,0,1
C Class,2018,23480,7351,145,40.4,2,0,1,4,1,0,0
A1,2020,23000,3000,145,44.8,1,0,1,4,1,0,0
Prius,2019,27999,9975,140,217.3,1.8,0,1,2,0,0,1
3 Series,2019,21000,10959,145,64.2,2,0,1,1,0,1,0
Fiesta,2016,7999,31757,0,78.5,1.5,1,0,1,0,1,0
C Class,2020,32480,16,145,64.2,2,0,1,1,0,1,0
A1,2015,8000,92760,0,80.7,1.6,1,0,1,0,1,0
Tucson,2016,12299,17947,30,61.7,1.7,1,0,1,0,1,0
Aygo,2018,7901,10437,150,56.5,1,1,0,4,1,0,0
Corsa,2014,6800,24367,125,51.4,1.2,1,0,4,1,0,0
Adam,2019,10040,1948,145,44.8,1.2,1,0,4,1,0,0
I20,2019,11489,10686,145,46.3,1.2,1,0,4,1,0,0
Q3,2015,13610,59702,125,60.1,2,1,0,1,0,1,0
A6,2017,27995,35219,150,50.4,3,0,1,1,0,1,0
Crossland X,2019,14000,7251,150,60.1,1.5,1,0,1,0,1,0
Citigo,2017,9699,7187,145,64.2,1,0,1,4,1,0,0
Zafira,2013,5999,26267,200,42.2,1.6,1,0,4,1,0,0
Aygo,2017,8495,5900,150,68.9,1,1,0,4,1,0,0
I10,2014,6399,30553,20,60.1,1,1,0,4,1,0,0
Focus,2017,18047,15309,145,41.5,2,1,0,4,1,0,0
Golf,2015,11000,83880,30,58.9,2,1,0,1,0,1,0
X1,2014,12702,28375,160,52.3,2,0,1,1,0,1,0
Zafira,2016,10495,24528,205,42.2,1.4,1,0,4,1,0,0
Ioniq,2018,17990,12050,135,78.5,1.6,0,1,2,0,0,1
Octavia,2018,12498,16560,145,68.9,1.6,1,0,1,0,1,0
1 Series,2017,14179,32015,145,68.9,2,1,0,1,0,1,0
Tucson,2018,22289,14290,145,35.8,1.6,0,1,4,1,0,0
GLA Class,2017,21100,21524,145,56.5,2.1,0,1,1,0,1,0
Caddy Maxi,2015,9949,93113,160,52.3,1.6,0,1,1,0,1,0
A4,2014,10291,65203,125,58.9,2,0,1,1,0,1,0
Fiesta,2004,2295,88936,200,44.1,1.4,1,0,4,1,0,0
1 Series,2017,15998,32317,30,65.7,2,0,1,1,0,1,0
Mokka X,2019,12998,14072,145,39.2,1.4,1,0,4,1,0,0
Mokka X,2019,14454,4508,145,39.2,1.4,1,0,4,1,0,0
I10,2019,9295,2000,145,49.6,1,1,0,4,1,0,0
Aygo,2014,6991,26000,0,67,1,0,1,4,1,0,0
Corsa,2016,5490,58000,0,88.3,1.2,1,0,1,0,1,0
X4,2019,41980,6747,145,26.9,3,0,1,4,1,0,0
A4,2018,17782,13166,145,52.3,1.4,1,0,4,1,0,0
Aygo,2017,7495,19505,145,68.9,1,1,0,4,1,0,0
Aygo,2015,6752,29842,0,69,1,1,0,4,1,0,0
I30,2019,14640,3961,145,41.5,1.4,1,0,4,1,0,0
2 Series,2016,18950,22537,260,37.2,3,0,1,4,1,0,0
Auris,2007,3395,84000,205,40.9,1.6,0,1,4,1,0,0
Golf,2015,10490,47373,30,53.3,1.4,1,0,4,1,0,0
Polo,2016,9990,20889,20,60.1,1.2,1,0,4,1,0,0
IX20,2017,9695,13817,145,50.4,1.4,1,0,4,1,0,0
Fiesta,2017,9995,34112,145,65.7,1,1,0,4,1,0,0
Fiesta,2017,11698,9977,150,65.7,1,1,0,4,1,0,0
Corsa,2018,7999,5305,145,55.4,1.4,1,0,4,1,0,0
3 Series,2019,27480,5090,145,45.6,2,0,1,4,1,0,0
I40,2016,9798,40741,30,65.7,1.7,1,0,1,0,1,0
C-MAX,2018,12699,8702,145,55.4,1,1,0,4,1,0,0
